ranking,lon,lat,company,industry,state,city
336,-74.4174,40.8653,Avis Budget Group,Automotive Retailing  Services,NJ,Parsippany
337,-80.2442,36.0999,Reynolds American,Tobacco,NC,Winston-Salem
338,-74.2057,41.0168,Becton Dickinson,Medical Products and Equipment,NJ,Franklin Lakes
339,-73.4082,41.1177,Priceline Group,Internet Services and Retailing,CT,Norwalk
340,-117.795,33.6839,Broadcom,Semiconductors and Other Electronic Components,CA,Irvine
341,-87.8406,42.2586,Tenneco,Motor Vehicles and Parts,IL,Lake Forest
342,-75.1196,39.9259,Campbell Soup,Food Consumer Products,NJ,Camden
343,-118.244,34.0522,AECOM,Engineering  Construction,CA,Los Angeles
344,-83.4838,42.2203,Visteon,Motor Vehicles and Parts,MI,Van Buren Township
345,-86.7828,36.0331,Delek US Holdings,Petroleum Refining,TN,Brentwood
346,-88.0112,41.8089,Dover,Industrial Machinery,IL,Downers Grove
347,-83.2341,42.6875,BorgWarner,Motor Vehicles and Parts,MI,Auburn Hills
348,-80.1289,26.3683,Jarden,Home Equipment  Furnishings,FL,Boca Raton
349,-75.3836,40.1013,UGI,Energy,PA,King of Prussia
350,-92.6663,33.2076,Murphy Oil,Mining  Crude-Oil Production,AR,El Dorado
351,-74.0059,40.7128,PVH,Apparel,NY,New York
352,-122.408,37.6547,Core-Mark Holding,Wholesalers: Food and Grocery,CA,South San Francisco
353,-95.3698,29.7604,Calpine,Energy,TX,Houston
354,-97.3308,32.7555,D.R. Horton,Homebuilders,TX,Fort Worth
355,-122.313,47.3223,Weyerhaeuser,Forest and Paper Products,WA,Federal Way
356,-74.0059,40.7128,KKR,Securities,NY,New York
357,-95.3698,29.7604,FMC Technologies,Oil and Gas Equipment  Services,TX,Houston
358,-89.4012,43.0731,American Family Insurance Group,Insurance: Property and Casualty (Stock),WI,Madison
359,-85.6681,42.9634,SpartanNash,Wholesalers: Food and Grocery,MI,Grand Rapids
360,-79.9959,40.4406,WESCO International,Wholesalers: Diversified,PA,Pittsburgh
361,-95.3698,29.7604,Quanta Services,Engineering  Construction,TX,Houston
362,-84.9511,34.5026,Mohawk Industries,zMiscellaneous,GA,Calhoun
363,-88.0834,42.0334,Motorola Solutions,Network and Other Communications Equipment,IL,Schaumburg
364,-80.1918,25.7617,Lennar,Homebuilders,FL,Miami
365,-81.9179,41.4553,TravelCenters of America,Specialty Retailers: Other,OH,Westlake
366,-80.8431,35.2271,Sealed Air,Packaging  Containers,NC,Charlotte
367,-72.5898,42.1015,Eversource Energy,Utilities: Gas and Electric,MA,Springfield
368,-84.388,33.749,Coca-Cola Enterprises,Beverages,GA,Atlanta
369,-74.3646,40.7146,Celgene,Pharmaceuticals,NJ,Summit
370,-95.9928,36.154,Williams,Energy,OK,Tulsa
371,-84.5086,39.0837,Ashland,Chemicals,KY,Covington
372,-74.0059,40.7128,Interpublic Group,Advertising  marketing,NY,New York
373,-74.0059,40.7128,Blackstone Group,Diversified Financials,NY,New York
374,-74.0059,40.7128,Ralph Lauren,Apparel,NY,New York
375,-74.4171,40.7598,Quest Diagnostics,Health Care: Pharmacy and Other Services,NJ,Madison
376,-76.6502,40.2859,Hershey,Food Consumer Products,PA,Hershey
377,-73.3579,41.1415,Terex,Construction and Farm Machinery,CT,Westport
378,-71.5523,42.3459,Boston Scientific,Medical Products and Equipment,MA,Marlborough
379,-104.951,39.6172,Newmont Mining,Mining  Crude-Oil Production,CO,Greenwood Village
380,-117.795,33.6839,Allergan,Pharmaceuticals,CA,Irvine
381,-93.2923,37.209,O'Reilly Automotive,Specialty Retailers: Other,MO,Springfield
382,-93.6001,41.7318,Casey's General Stores,Specialty Retailers: Other,IA,Ankeny
383,-84.4013,42.2459,CMS Energy,Utilities: Gas and Electric,MI,Jackson
384,-74.0059,40.7128,Foot Locker,Specialty Retailers: Apparel,NY,New York
385,-73.6282,41.0262,W.R. Berkley,Insurance: Property and Casualty (Stock),CT,Greenwich
386,-112.074,33.4484,PetSmart,Specialty Retailers: Other,AZ,Phoenix
387,-117.929,33.6189,Pacific Life,Insurance: Life  Health (stock),CA,Newport Beach
388,-96.9489,32.814,Commercial Metals,Metals,TX,Irving
389,-121.955,37.3541,Agilent Technologies,Scientific Photographic and Control Equipment,CA,Santa Clara
390,-76.473,37.0871,Huntington Ingalls Industries,Aerospace and Defense,VA,Newport News
391,-95.998,41.2524,Mutual of Omaha Insurance,Insurance: Life  Health (stock),NE,Omaha
392,-118.4,34.0736,Live Nation Entertainment,Entertainment,CA,Beverly Hills
393,-80.1667,40.5184,Dick's Sporting Goods,Specialty Retailers: Other,PA,Coraopolis
394,-88.5426,44.0247,Oshkosh,Motor Vehicles and Parts,WI,Oshkosh
395,-96.9489,32.814,Celanese,Chemicals,TX,Irving
396,-97.3361,37.6889,Spirit AeroSystems Holdings,Aerospace and Defense,KS,Wichita
397,-71.4128,41.824,United Natural Foods,Wholesalers: Food and Grocery,RI,Providence
398,-90.1994,38.627,Peabody Energy,Mining  Crude-Oil Production,MO,St. Louis
399,-83.6272,41.557,Owens-Illinois,Packaging  Containers,OH,Perrysburg
400,-92.2896,34.7465,Dillard's,General Merchandisers,AR,Little Rock
401,-105.087,39.9205,Level 3 Communications,Telecommunications,CO,Broomfield
402,-78.7811,35.7915,Pantry,Specialty Retailers: Other,NC,Cary
403,-87.6298,41.8781,LKQ,Wholesalers: Diversified,IL,Chicago
404,-87.6298,41.8781,Integrys Energy Group,Utilities: Gas and Electric,IL,Chicago
405,-122.084,37.3861,Symantec,Computer Software,CA,Mountain View
406,-95.3698,29.7604,Buckeye Partners,Pipelines,TX,Houston
407,-80.1918,25.7617,Ryder System,Trucking  Truck Leasing,FL,Miami
408,-121.9,37.4323,SanDisk,Semiconductors and Other Electronic Components,CA,Milpitas
409,-87.9065,43.0389,Rockwell Automation,Electronics  Electrical Equip.,WI,Milwaukee
410,-83.6538,41.5628,Dana Holding,Motor Vehicles and Parts,OH,Maumee
411,-94.6708,38.9822,Lansing Trade Group,Wholesalers: Diversified,KS,Overland Park
412,-84.1446,34.0029,NCR,Computers  Office Equipment,GA,Duluth
413,-122.332,47.6062,Expeditors International of Washington,Transportation and Logistics,WA,Seattle
414,-84.512,39.1031,Omnicare,Health Care: Pharmacy and Other Services,OH,Cincinnati
415,-84.4173,39.3321,AK Steel Holding,Metals,OH,West Chester
416,-84.512,39.1031,Fifth Third Bancorp,Commercial Banks,OH,Cincinnati
417,-94.7152,39.0228,Seaboard,Food Production,KS,Shawnee Mission
418,-87.3328,41.4828,NiSource,Utilities: Gas and Electric,IN,Merrillville
419,-73.4821,40.7443,Cablevision Systems,Telecommunications,NY,Bethpage
420,-87.7878,42.0698,Anixter International,Wholesalers: Diversified,IL,Glenview
421,-73.4082,41.1177,EMCOR Group,Engineering  Construction,CT,Norwalk
422,-81.6557,30.3322,Fidelity National Information Services,Financial Data Services,FL,Jacksonville
423,-74.0059,40.7128,Barnes & Noble,Specialty Retailers: Other,NY,New York
424,-95.3698,29.7604,KBR,Engineering  Construction,TX,Houston
425,-84.5555,42.7325,Auto-Owners Insurance,Insurance: Property and Casualty (Mutual),MI,Lansing
426,-90.4329,38.6009,Jones Financial,Securities,MO,Des Peres
427,-118.255,34.1425,Avery Dennison,Chemicals,CA,Glendale
428,-122.036,37.3688,NetApp,Computer Peripherals,CA,Sunnyvale
429,-98.4936,29.4241,iHeartMedia,Entertainment,TX,San Antonio
430,-77.0261,38.9907,Discovery Communications,Entertainment,MD,Silver Spring
431,-87.9065,43.0389,Harley-Davidson,Transportation Equipment,WI,Milwaukee
432,-121.886,37.3382,Sanmina,Semiconductors and Other Electronic Components,CA,San Jose
433,-96.797,32.7767,Trinity Industries,Transportation Equipment,TX,Dallas
434,-94.1308,36.2554,J.B. Hunt Transport Services,Trucking  Truck Leasing,AR,Lowell
435,-122.419,37.7749,Charles Schwab,Securities,CA,San Francisco
436,-80.0851,42.1292,Erie Insurance Group,Insurance: Property and Casualty (Stock),PA,Erie
437,-96.6989,33.0198,Dr Pepper Snapple Group,Beverages,TX,Plano
438,-90.1994,38.627,Ameren,Utilities: Gas and Electric,MO,St. Louis
439,-118.416,33.9192,Mattel,Toys  Sporting Goods,CA,El Segundo
440,-79.4378,36.0957,Laboratory Corp. of America,Health Care: Pharmacy and Other Services,NC,Burlington
441,-77.1773,38.9339,Gannett,Publishing  Printing,VA,McLean
442,-73.5387,41.0534,Starwood Hotels & Resorts,Hotels  Casinos  Resorts,CT,Stamford
443,-84.4519,39.0331,General Cable,Electronics  Electrical Equip.,KY,Highland Heights
444,-118.491,34.0195,A-Mark Precious Metals,zMiscellaneous,CA,Santa Monica
445,-90.1994,38.627,Graybar Electric,Wholesalers: Diversified,MO,St. Louis
446,-96.797,32.7767,Energy Future Holdings,Energy,TX,Dallas
447,-74.0059,40.7128,HRG Group,Household and Personal Products,NY,New York
448,-95.3698,29.7604,MRC Global,Oil and Gas Equipment  Services,TX,Houston
449,-95.3698,29.7604,Spectra Energy,Pipelines,TX,Houston
450,-84.1446,34.0029,Asbury Automotive Group,Automotive Retailing  Services,GA,Duluth
451,-87.8406,42.2586,Packaging Corp. of America,Packaging  Containers,IL,Lake Forest
452,-92.2896,34.7465,Windstream Holdings,Telecommunications,AR,Little Rock
453,-84.388,33.749,PulteGroup,Homebuilders,GA,Atlanta
454,-73.9564,40.7413,JetBlue Airways,Airlines,NY,Long Island City
455,-84.388,33.749,Newell Rubbermaid,Home Equipment  Furnishings,GA,Atlanta
456,-83.743,42.2808,Con-way,Transportation and Logistics,MI,Ann Arbor
457,-86.1581,39.7684,Calumet Specialty Products Partners,Petroleum Refining,IN,Indianapolis
458,-122.201,47.6104,Expedia,Internet Services and Retailing,WA,Bellevue
459,-84.512,39.1031,American Financial Group,Insurance: Property and Casualty (Stock),OH,Cincinnati
460,-86.7828,36.0331,Tractor Supply,Specialty Retailers: Other,TN,Brentwood
461,-73.5387,41.0534,United Rentals,zMiscellaneous,CT,Stamford
462,-87.8807,41.8498,Ingredion,Food Production,IL,Westchester
463,-75.5398,39.7391,Navient,Diversified Financials,DE,Wilmington
464,-77.436,37.5407,MeadWestvaco,Packaging  Containers,VA,Richmond
465,-84.388,33.749,AGL Resources,Utilities: Gas and Electric,GA,Atlanta
466,-93.09,44.9537,St. Jude Medical,Medical Products and Equipment,MN,St. Paul
467,-81.764,40.8437,J.M. Smucker,Food Consumer Products,OH,Orrville
468,-104.988,39.6478,Western Union,Financial Data Services,CO,Englewood
469,-122.271,37.8044,Clorox,Household and Personal Products,CA,Oakland
470,-80.9451,35.0074,Domtar,Forest and Paper Products,SC,Fort Mill
471,-83.1498,42.6064,Kelly Services,Temporary Help,MI,Troy
472,-87.6298,41.8781,Old Republic International,Insurance: Property and Casualty (Stock),IL,Chicago
473,-122.036,37.3688,Advanced Micro Devices,Semiconductors and Other Electronic Components,CA,Sunnyvale
474,-121.962,37.2358,Netflix,Specialty Retailers: Other,CA,Los Gatos
475,-77.1773,38.9339,Booz Allen Hamilton Holding,Information Technology Services,VA,McLean
476,-78.8986,35.994,Quintiles Transnational Holdings,Health Care: Pharmacy and Other Services,NC,Durham
477,-115.14,36.1699,Wynn Resorts,Hotels  Casinos  Resorts,NV,Las Vegas
478,-87.6298,41.8781,Jones Lang LaSalle,Real estate,IL,Chicago
479,-86.8025,33.5207,Regions Financial,Commercial Banks,AL,Birmingham
480,-104.988,39.6478,CH2M Hill,Engineering  Construction,CO,Englewood
481,-84.512,39.1031,Western & Southern Financial Group,Insurance: Life  Health (Mutual),OH,Cincinnati
482,-122.876,42.3265,Lithia Motors,Automotive Retailing  Services,OR,Medford
483,-122.419,37.7749,salesforce.com,Computer Software,CA,San Francisco
484,-122.332,47.6062,Alaska Air Group,Airlines,WA,Seattle
485,-77.0947,38.9847,Host Hotels & Resorts,Real estate,MD,Bethesda
486,-73.5387,41.0534,Harman International Industries,Electronics  Electrical Equip.,CT,Stamford
487,-72.8231,41.457,Amphenol,Network and Other Communications Equipment,CT,Wallingford
488,-74.4171,40.7598,Realogy Holdings,Real estate,NJ,Madison
489,-87.8445,42.1711,Essendant,Wholesalers: Electronics and Office Equipment,IL,Deerfield
490,-80.2442,36.0999,Hanesbrands,Apparel,NC,Winston-Salem
491,-85.7585,38.2527,Kindred Healthcare,Health Care: Medical Facilities,KY,Louisville
492,-84.0713,34.0515,ARRIS Group,Network and Other Communications Equipment,GA,Suwanee
493,-111.94,33.4255,Insight Enterprises,Wholesalers: Electronics and Office Equipment,AZ,Tempe
494,-96.6989,33.0198,Alliance Data Systems,Financial Data Services,TX,Plano
495,-86.7828,36.0331,LifePoint Health,Health Care: Medical Facilities,TN,Brentwood
496,-96.9489,32.814,Pioneer Natural Resources,Mining  Crude-Oil Production,TX,Irving
497,-74.4174,40.8653,Wyndham Worldwide,Hotels  Casinos  Resorts,NJ,Parsippany
498,-83.5552,41.6639,Owens Corning,Building Materials  Glass,OH,Toledo
499,-74.0059,40.7128,Alleghany,Insurance: Property and Casualty (Stock),NY,New York
500,-74.0059,40.7128,McGraw Hill Financial,Financial Data Services,NY,New York
501,-82.9988,39.9612,Big Lots,Specialty Retailers: Other,OH,Columbus
502,-111.94,33.4255,Northern Tier Energy,Petroleum Refining,AZ,Tempe
503,-82.9988,39.9612,Hexion,Chemicals,OH,Columbus
504,-77.5064,37.666,Markel,Insurance: Property and Casualty (Stock),VA,Glen Allen
505,-95.3698,29.7604,Noble Energy,Mining  Crude-Oil Production,TX,Houston
506,-77.357,38.9586,Leidos Holdings,Information Technology Services,VA,Reston
507,-91.6656,41.9779,Rockwell Collins,Aerospace and Defense,IA,Cedar Rapids
508,-75.3599,40.0462,Airgas,Wholesalers: Diversified,PA,Radnor
509,-70.7626,43.0718,Sprague Resources,Wholesalers: Diversified,NH,Portsmouth
510,-94.6708,38.9822,YRC Worldwide,Trucking  Truck Leasing,KS,Overland Park
511,-71.8023,42.2626,Hanover Insurance Group,Insurance: Property and Casualty (Stock),MA,Worcester
512,-88.1065,43.0606,Fiserv,Financial Data Services,WI,Brookfield
513,-79.792,36.0726,Lorillard,Tobacco,NC,Greensboro
514,-80.8429,35.4107,American Tire Distributors Holdings,Wholesalers: Diversified,NC,Huntersville
515,-74.0059,40.7128,ABM Industries,Diversified Outsourcing Services,NY,New York
516,-80.0734,34.374,Sonoco Products,Packaging  Containers,SC,Hartsville
517,-80.6081,28.0836,Harris,Network and Other Communications Equipment,FL,Melbourne
518,-87.6298,41.8781,Telephone & Data Systems,Telecommunications,IL,Chicago
519,-87.9065,43.0389,Wisconsin Energy,Utilities: Gas and Electric,WI,Milwaukee
520,-95.3698,29.7604,Linn Energy,Mining  Crude-Oil Production,TX,Houston
521,-82.64,27.7731,Raymond James Financial,Securities,FL,St. Petersburg
522,-87.5711,37.9716,Berry Plastics Group,Packaging  Containers,IN,Evansville
523,-96.797,32.7767,Regency Energy Partners,Oil and Gas Equipment  Services,TX,Dallas
524,-81.074,33.9657,SCANA,Utilities: Gas and Electric,SC,Cayce
525,-84.5603,39.3455,Cincinnati Financial,Insurance: Property and Casualty (Stock),OH,Fairfield
526,-96.797,32.7767,Atmos Energy,Utilities: Gas and Electric,TX,Dallas
527,-77.0369,38.9072,Pepco Holdings,Utilities: Gas and Electric,DC,Washington
528,-96.9489,32.814,Flowserve,Industrial Machinery,TX,Irving
529,-86.1581,39.7684,Simon Property Group,Real estate,IN,Indianapolis
530,-77.4089,42.9826,Constellation Brands,Beverages,NY,Victor
531,-88.222,43.1339,Quad/Graphics,Publishing  Printing,WI,Sussex
532,-74.8649,40.0712,Burlington Stores,Specialty Retailers: Apparel,NJ,Burlington
533,-96.797,32.7767,Neiman Marcus Group,Specialty Retailers: Apparel,TX,Dallas
534,-88.4626,44.1858,Bemis,Packaging  Containers,WI,Neenah
535,-74.0059,40.7128,Coach,Apparel,NY,New York
536,-97.5164,35.4676,Continental Resources,Mining  Crude-Oil Production,OK,Oklahoma City
537,-74.1436,41.0886,Ascena Retail Group,Specialty Retailers: Apparel,NJ,Mahwah
538,-74.3882,40.7879,Zoetis,Pharmaceuticals,NJ,Florham Park
539,-77.4478,38.9559,Orbital ATK,Aerospace and Defense,VA,Dulles
540,-73.5387,41.0534,Frontier Communications,Telecommunications,CT,Stamford
541,-122.419,37.7749,Levi Strauss,Apparel,CA,San Francisco
542,-80.8431,35.2271,SPX,Industrial Machinery,NC,Charlotte
543,-87.8445,42.1711,CF Industries Holdings,Chemicals,IL,Deerfield
544,-96.9489,32.814,Michaels Cos.,Specialty Retailers: Other,TX,Irving
545,-78.8784,42.8864,M&T Bank Corp.,Commercial Banks,NY,Buffalo
546,-98.1245,29.703,Rush Enterprises,Automotive Retailing  Services,TX,New Braunfels
547,-81.6944,41.4993,Aleris,Metals,OH,Cleveland
548,-95.4613,30.1658,Nexeo Solutions Holdings,Wholesalers: Diversified,TX,The Woodlands
549,-72.7562,44.3378,Keurig Green Mountain,Beverages,VT,Waterbury
550,-95.3698,29.7604,Superior Energy Services,Oil and Gas Equipment  Services,TX,Houston
551,-122.419,37.7749,Williams-Sonoma,Specialty Retailers: Other,CA,San Francisco
552,-122.182,37.453,Robert Half International,Temporary Help,CA,Menlo Park
553,-121.955,37.3541,Nvidia,Semiconductors and Other Electronic Components,CA,Santa Clara
554,-117.868,33.7456,First American Financial,Insurance: Property and Casualty (Stock),CA,Santa Ana
555,-85.853,41.2381,Zimmer Holdings,Medical Products and Equipment,IN,Warsaw
556,-100.784,46.8083,MDU Resources Group,Energy,ND,Bismarck
557,-122.036,37.3688,Juniper Networks,Network and Other Communications Equipment,CA,Sunnyvale
558,-88.0073,41.975,Arthur J. Gallagher,Diversified Financials,IL,Itasca
559,-76.7941,39.1304,Colfax,Industrial Machinery,MD,Annapolis Junction
560,-81.6944,41.4993,Cliffs Natural Resources,Mining  Crude-Oil Production,OH,Cleveland
561,-122.036,37.3688,Yahoo,Internet Services and Retailing,CA,Sunnyvale
562,-80.2684,25.7215,MasTec,Engineering  Construction,FL,Coral Gables
563,-121.989,37.5483,Lam Research,Semiconductors and Other Electronic Components,CA,Fremont
564,-84.388,33.749,Axiall,Chemicals,GA,Atlanta
565,-84.388,33.749,Intercontinental Exchange,Securities,GA,Atlanta
566,-84.512,39.1031,Cintas,Diversified Outsourcing Services,OH,Cincinnati
567,-74.0059,40.7128,Coty,Household and Personal Products,NY,New York
568,-73.169,40.8043,CA,Computer Software,NY,Islandia
569,-83.6538,41.5628,Andersons,Food Production,OH,Maumee
570,-93.265,44.9778,Valspar,Chemicals,MN,Minneapolis
571,-87.6298,41.8781,Northern Trust,Commercial Banks,IL,Chicago
572,-122.084,37.3861,Intuit,Computer Software,CA,Mountain View
573,-118.457,34.3058,Tutor Perini,Engineering  Construction,CA,Sylmar
574,-93.5825,45.0352,Polaris Industries,Transportation Equipment,MN,Medina
575,-87.8406,42.2586,Hospira,Pharmaceuticals,IL,Lake Forest
576,-71.5126,41.8205,FM Global,Insurance: Property and Casualty (Stock),RI,Johnston
577,-77.357,38.9586,NVR,Homebuilders,VA,Reston
578,-104.988,39.6478,Liberty Media,Entertainment,CO,Englewood
579,-90.1994,38.627,Energizer Holdings,Household and Personal Products,MO,St. Louis
580,-82.4572,27.9506,Bloomin' Brands,Food Services,FL,Tampa
581,-121.955,37.3541,Avaya,Network and Other Communications Equipment,CA,Santa Clara
582,-95.3698,29.7604,Westlake Chemical,Chemicals,TX,Houston
583,-87.6298,41.8781,Hyatt Hotels,Hotels  Casinos  Resorts,IL,Chicago
584,-87.7878,42.0698,Mead Johnson Nutrition,Food Consumer Products,IL,Glenview
585,-118.491,34.0195,Activision Blizzard,Computer Software,CA,Santa Monica
586,-86.8025,33.5207,Protective Life,Insurance: Life  Health (stock),AL,Birmingham
587,-104.951,39.6172,Envision Healthcare Holdings,Health Care: Pharmacy and Other Services,CO,Greenwood Village
588,-87.8445,42.1711,Fortune Brands Home & Security,Home Equipment  Furnishings,IL,Deerfield
589,-81.8552,41.1432,RPM International,Chemicals,OH,Medina
590,-75.3599,40.0462,VWR,Wholesalers: Diversified,PA,Radnor
591,-71.0589,42.3601,LPL Financial Holdings,Securities,MA,Boston
592,-81.6944,41.4993,KeyCorp,Commercial Banks,OH,Cleveland
593,-112.074,33.4484,Swift Transportation,Trucking  Truck Leasing,AZ,Phoenix
594,-82.1888,36.5951,Alpha Natural Resources,Mining  Crude-Oil Production,VA,Bristol
595,-71.3826,41.8787,Hasbro,Toys  Sporting Goods,RI,Pawtucket
596,-80.9112,34.8529,Resolute Forest Products,Forest and Paper Products,SC,Catawba
597,-74.0059,40.7128,Tiffany,Specialty Retailers: Other,NY,New York
598,-76.6458,39.5309,McCormick,Food Consumer Products,MD,Sparks
599,-84.388,33.749,Graphic Packaging Holding,Packaging  Containers,GA,Atlanta
600,-83.068,40.2987,Greif,Packaging  Containers,OH,Delaware
601,-79.9959,40.4406,Allegheny Technologies,Metals,PA,Pittsburgh
602,-93.09,44.9537,Securian Financial Group,Insurance: Life  Health (stock),MN,St. Paul
603,-80.2684,26.6618,B/E Aerospace,Aerospace and Defense,FL,Wellington
604,-77.1773,38.9339,Exelis,Aerospace and Defense,VA,McLean
605,-121.886,37.3382,Adobe Systems,Computer Software,CA,San Jose
606,-104.99,39.7392,Molson Coors Brewing,Beverages,CO,Denver
607,-87.9065,43.0389,Roundy's,Food and Drug Stores,WI,Milwaukee
608,-86.118,39.9784,CNO Financial Group,Insurance: Life  Health (stock),IN,Carmel
609,-95.3698,29.7604,Adams Resources & Energy,Energy,TX,Houston
610,-80.8431,35.2271,Belk,General Merchandisers,NC,Charlotte
611,-104.99,39.7392,Chipotle Mexican Grill,Food Services,CO,Denver
612,-71.0589,42.3601,American Tower,Telecommunications,MA,Boston
613,-75.1652,39.9526,FMC,Chemicals,PA,Philadelphia
614,-87.6298,41.8781,Hillshire Brands,Food Consumer Products,IL,Chicago
615,-74.0059,40.7128,AmTrust Financial Services,Insurance: Property and Casualty (Stock),NY,New York
616,-87.8406,42.2586,Brunswick,Transportation Equipment,IL,Lake Forest
617,-93.09,44.9537,Patterson,Wholesalers: Health Care,MN,St. Paul
618,-95.4172,30.0799,Southwestern Energy,Mining  Crude-Oil Production,TX,Spring
619,-75.4396,40.0458,Ametek,Scientific Photographic and Control Equipment,PA,Berwyn
620,-76.6122,39.2904,T. Rowe Price,Securities,MD,Baltimore
621,-96.6398,33.1972,Torchmark,Insurance: Life  Health (stock),TX,McKinney
622,-96.9489,32.814,Darling Ingredients,Food Production,TX,Irving
623,-94.3102,37.1764,Leggett & Platt,Home Equipment  Furnishings,MO,Carthage
624,-80.1918,25.7617,Watsco,Wholesalers: Diversified,FL,Miami
625,-95.3698,29.7604,Crestwood Equity Partners,Energy,TX,Houston
626,-73.6835,41.0193,Xylem,Industrial Machinery,NY,Rye Brook
627,-73.5387,41.0534,Silgan Holdings,Packaging  Containers,CT,Stamford
628,-75.1285,40.1784,Toll Brothers,Homebuilders,PA,Horsham
629,-87.6576,44.0886,Manitowoc,Construction and Farm Machinery,WI,Manitowoc
630,-77.1773,38.9339,Science Applications International,Information Technology Services,VA,McLean
631,-77.0369,38.9072,Carlyle Group,Securities,DC,Washington
632,-81.4023,40.8759,Timken,Industrial Machinery,OH,North Canton
633,-95.3698,29.7604,Genesis Energy,Pipelines,TX,Houston
634,-95.9928,36.154,WPX Energy,Mining  Crude-Oil Production,OK,Tulsa
635,-117.161,32.7157,CareFusion,Medical Products and Equipment,CA,San Diego
636,-73.5387,41.0534,Pitney Bowes,Computers  Office Equipment,CT,Stamford
637,-82.3212,35.6179,Ingles Markets,Food and Drug Stores,NC,Black Mountain
638,-82.0282,41.5053,PolyOne,Chemicals,OH,Avon Lake
639,-86.7828,36.0331,Brookdale Senior Living,Health Care: Medical Facilities,TN,Brentwood
640,-81.3445,35.7345,CommScope Holding,Network and Other Communications Equipment,NC,Hickory
641,-83.1498,42.6064,Meritor,Motor Vehicles and Parts,MI,Troy
642,-87.9065,43.0389,Joy Global,Construction and Farm Machinery,WI,Milwaukee
643,-118.16,34.0006,Unified Grocers,Wholesalers: Food and Grocery,CA,Commerce
644,-75.4396,40.0458,Triumph Group,Aerospace and Defense,PA,Berwyn
645,-111.926,33.4942,Magellan Health,Health Care: Insurance and Managed Care,AZ,Scottsdale
646,-97.1331,33.2148,Sally Beauty Holdings,Specialty Retailers: Other,TX,Denton
647,-83.9788,30.8366,Flowers Foods,Food Consumer Products,GA,Thomasville
648,-82.8088,40.0812,Abercrombie & Fitch,Specialty Retailers: Apparel,OH,New Albany
649,-74.068,40.1607,New Jersey Resources,Energy,NJ,Wall
650,-91.6664,44.0554,Fastenal,Specialty Retailers: Other,MN,Winona
651,-77.357,38.9586,NII Holdings,Telecommunications,VA,Reston
652,-80.1873,40.2626,Consol Energy,Mining  Crude-Oil Production,PA,Canonsburg
653,-87.6298,41.8781,USG,Building Materials  Glass,IL,Chicago
654,-77.436,37.5407,Brink's,Diversified Outsourcing Services,VA,Richmond
655,-95.9928,36.154,Helmerich & Payne,Oil and Gas Equipment  Services,OK,Tulsa
656,-84.5037,38.0406,Lexmark International,Computer Peripherals,KY,Lexington
657,-83.0458,42.3314,American Axle & Manufacturing,Motor Vehicles and Parts,MI,Detroit
658,-95.3698,29.7604,Crown Castle International,Telecommunications,TX,Houston
659,-95.3698,29.7604,Targa Energy,Pipelines,TX,Houston
660,-95.3698,29.7604,Oceaneering International,Oil and Gas Equipment  Services,TX,Houston
661,-71.0589,42.3601,Cabot,Chemicals,MA,Boston
662,-74.0059,40.7128,CIT Group,Commercial Banks,NY,New York
663,-102.977,41.1448,Cabela's,Specialty Retailers: Other,NE,Sidney
664,-74.0059,40.7128,Forest Laboratories,Pharmaceuticals,NY,New York
665,-104.99,39.7392,DCP Midstream Partners,Pipelines,CO,Denver
666,-87.6298,41.8781,Ryerson Holding,Metals,IL,Chicago
667,-104.99,39.7392,QEP Resources,Mining  Crude-Oil Production,CO,Denver
668,-85.9767,41.682,Thor Industries,Motor Vehicles and Parts,IN,Elkhart
669,-82.64,27.7731,HSN,Specialty Retailers: Other,FL,St. Petersburg
